0	14.531308	3.903365	-8.898571	0.059396606	-15.385548	12.745367	-13.298192	7.3762608	14.111406	-4.9954114
1	-0.10520704	1.9102907	1.7945136	0.78664947	-0.060641117	-1.304183	-1.534386	-1.0462793	-0.41558993	-0.13954194
2	3.1399007	1.2969913	10.82727	-0.39343426	-4.1251764	1.4804499	3.230689	5.3680887	1.6306268	0.05450264
3	3.1543605	-0.37920234	15.839466	-0.8476069	-1.6174233	2.841805	4.8009686	5.1978774	2.4961402	-1.3853391
4	4.209023	2.74644	6.8630843	-0.5108795	-4.006938	1.2942898	6.2350254	7.3151903	2.7735462	-3.8201728
5	15.667077	-0.71290106	310.9018	5.9644136	-56.26804	17.85398	25.973423	34.34188	17.752335	-1.4597615
6	4.8033614	1.0074985	7.2935634	1.9149297	-4.265109	1.0908198	5.522903	6.6868167	1.5435647	1.8269585
7	1.6489619	3.8224742	2.7566328	-1.8746647	-2.1908154	1.8081086	-1.5947598	1.4056507	-2.0774112	-1.6339401
8	49.258762	-2480714.5	37585.633	-30.70503	-848702140.0	-2.4935474	50.856678	72.59626	4.5460367	-16.556805
9	2.040791	0.8071891	4.499052	0.8732135	-1.4646953	1.082101	-0.7744952	2.6934478	0.7699617	-2.7758615
10	-0.013270455	1.5204995	2.8356838	0.79513633	-1.4710283	0.6461296	1.5194379	1.6558115	1.156069	0.39772737
11	2.7840574	-0.29436985	6.432394	0.8685553	-2.2760909	1.5284574	0.4854986	5.34905	-0.52736515	-0.37186557
12	4.0869064	2.183141	4.8727365	2.9102278	-3.530943	1.7792594	3.4361713	-2.1760921	-0.77605265	1.7478131
13	2.1917224	-0.2896458	5.315404	-0.99384344	-1.4069886	2.2266219	-0.34630075	2.0119574	3.0303347	-2.0659294
14	1.9176786	1.1748455	9.307972	1.6979858	-4.227942	0.98516375	2.2840354	7.9265323	0.30288088	-1.503049
15	1.1620077	0.7228679	5.768532	-0.7361198	-2.1187916	-0.1135927	2.8550017	1.7170795	1.902237	0.50656486
16	3.2980585	1.9342607	4.9329576	-1.1591238	1.949274	0.7948453	3.463628	3.9277313	1.2864399	-1.2787868
17	5.971243	0.9305686	16.82838	-2.3190153	-4.286567	5.02919	8.912705	7.6475453	2.5525308	-3.598952
18	-1.7833421	-0.42045066	6.657585	0.10568068	-0.30266145	0.4655885	1.6567593	0.035371013	-0.06907367	1.1195012
19	4.254527	2.5986464	5.7882514	0.9363161	-4.457578	2.698301	7.387195	1.7567147	2.144654	-2.6541116
20	1.2974167	-1.2046815	3.2570417	2.073695	-0.47152704	-0.060105152	1.7193217	0.9144385	0.64440095	0.18377852
21	12.870736	9.641844	-35.088654	3.6922598	-12.3576145	8.155666	17.5206	-0.25125661	4.4355445	-2.781509
22	1.3710675	0.8155402	4.026999	-0.3454498	-2.3922029	1.9753776	2.3653226	1.762191	-0.19174872	1.3416644
23	16.259344	4.825984	30.253149	4.233969	15.259942	12.909312	18.539701	21.610018	9.829941	-3.1677754
24	1.2574971	-0.35129234	4.6513	0.5020742	-2.980718	1.198817	-1.2624269	0.76868266	2.183512	0.35650504
25	1.4634296	-0.39630607	4.4031687	1.608667	-0.5515689	-0.23654604	1.2320983	1.8814735	1.2227262	0.25512907
26	0.7077129	-1.406693	4.323057	0.15895914	-2.36263	1.4236308	2.0562422	0.8749235	1.6545478	0.6205999
27	1.3446234	-1.7505388	2.5274987	-0.3466079	1.2704191	1.3611608	2.041804	1.4221063	0.68156457	-1.3193568
28	13.133913	-2.1676705	6.002029	-3.9060812	-9.336855	2.2479486	3.0898995	3.6512234	3.7506602	-0.61897
29	64.93762	-13.770701	1.1203674	-3.9909964	-15.119606	-10.188581	-59.525127	8.956934	-3.6465938	10.517632
30	1.4156022	0.12553912	0.6517024	-0.54964346	-0.8333813	2.046688	0.26532215	1.7331817	0.1518988	1.287285
