2.023844718933105469e+00,-2.031998634338378906e+00,3.639909029006958008e-01,9.197210073471069336e-01,6.983004808425903320e-01,4.389590024948120117e-01,4.808223843574523926e-01,1.238843798637390137e+00,1.394456863403320312e+00,1.505157113075256348e+00
2.042311668395996094e+00,-2.080669164657592773e+00,9.566152095794677734e-02,9.082400798797607422e-01,4.474205374717712402e-01,-4.018437862396240234e-02,2.650566697120666504e-01,1.624407887458801270e+00,1.040591239929199219e+00,9.911288022994995117e-01
2.071972846984863281e+00,-2.005371332168579102e+00,1.377397775650024414e-01,9.654992818832397461e-01,1.819709539413452148e-01,-1.492953300476074219e-01,2.902220487594604492e-01,1.877804398536682129e+00,1.007533311843872070e+00,7.742034196853637695e-01
2.016413927078247070e+00,-2.021164417266845703e+00,3.554879724979400635e-01,9.493765830993652344e-01,7.293398380279541016e-01,3.907351493835449219e-01,4.146394729614257812e-01,1.231644034385681152e+00,1.367017269134521484e+00,1.485938668251037598e+00
1.968464255332946777e+00,-1.891635179519653320e+00,9.723329544067382812e-02,9.127848148345947266e-01,2.951709032058715820e-01,1.293245553970336914e-01,3.194183707237243652e-01,1.847810387611389160e+00,1.112374544143676758e+00,6.164873838424682617e-01
2.058481693267822266e+00,-2.131385326385498047e+00,7.188707590103149414e-02,8.187752962112426758e-01,4.972041845321655273e-01,-8.212208747863769531e-03,2.673362493515014648e-01,1.609156250953674316e+00,1.199401378631591797e+00,1.050257325172424316e+00
2.063326358795166016e+00,-1.996285200119018555e+00,4.471218585968017578e-01,1.021870851516723633e+00,7.136067748069763184e-01,6.971319913864135742e-01,5.387299060821533203e-01,1.173499464988708496e+00,1.620543479919433594e+00,1.761526703834533691e+00
1.925987124443054199e+00,-1.537041902542114258e+00,6.048728823661804199e-01,1.390447378158569336e+00,-4.413965940475463867e-01,-3.964351415634155273e-01,8.518011569976806641e-01,2.074550628662109375e+00,6.946065425872802734e-01,4.931325912475585938e-01
2.040787220001220703e+00,-2.052771806716918945e+00,3.542426228523254395e-01,9.470683336257934570e-01,7.296570539474487305e-01,4.628064632415771484e-01,4.613332152366638184e-01,1.240584492683410645e+00,1.470588445663452148e+00,1.583805918693542480e+00
2.015837669372558594e+00,-2.022667884826660156e+00,2.863458395004272461e-01,9.214316010475158691e-01,6.947944164276123047e-01,3.795980215072631836e-01,4.156427979469299316e-01,1.243613839149475098e+00,1.323479890823364258e+00,1.357470393180847168e+00
1.968869090080261230e+00,-1.588371276855468750e+00,4.846381843090057373e-01,1.327571392059326172e+00,-3.207503557205200195e-01,-3.444544076919555664e-01,7.130752801895141602e-01,2.101144790649414062e+00,8.082740306854248047e-01,5.294439792633056641e-01
1.898088216781616211e+00,-1.506889343261718750e+00,4.913997054100036621e-01,1.223549008369445801e+00,-3.567930459976196289e-01,-2.850977182388305664e-01,9.016285538673400879e-01,2.152510643005371094e+00,7.913324832916259766e-01,5.035737752914428711e-01
1.996802568435668945e+00,-2.126166343688964844e+00,1.191658377647399902e-01,8.502173423767089844e-01,5.883993506431579590e-01,-8.350133895874023438e-03,3.068099617958068848e-01,1.541224598884582520e+00,1.153374671936035156e+00,1.030040383338928223e+00
2.021227359771728516e+00,-2.035631179809570312e+00,3.770438730716705322e-01,9.384989738464355469e-01,6.894347071647644043e-01,4.523435831069946289e-01,4.737811088562011719e-01,1.264070153236389160e+00,1.390274763107299805e+00,1.496342062950134277e+00
