0	8.276593	-8.347795	4.874011	-10.015467	3.3480701	-6.8578787	16.991508	-6.7611895	-8.47771	8.927801
1	8.997126	-9.536972	7.0975337	-8.868588	2.1293314	-9.417111	19.45511	-8.835204	-11.006908	9.085628
2	3.9872065	-6.3489785	4.6470766	-8.645035	1.6135489	-6.5073323	15.607635	-5.211801	-6.1955214	6.303418
3	8.7272005	-9.813505	5.574828	-9.568321	3.7561595	-7.8998213	18.713161	-8.479782	-9.227598	9.321929
4	10.499852	-11.063043	4.4706793	-10.562075	2.2705638	-8.533253	19.625431	-7.2105155	-10.257602	10.629731
5	10.638859	-9.350826	5.2405863	-11.100527	0.84146476	-7.7778416	18.070675	-7.1772766	-10.323192	9.94231
6	10.936501	-9.225649	6.385036	-10.028179	1.1018218	-7.684809	18.389414	-8.167598	-9.647519	9.561529
7	10.734044	-9.954092	6.81806	-11.111966	1.8882167	-8.091924	18.763319	-8.057044	-8.87035	9.663755
8	9.055268	-8.626333	4.1979957	-10.446753	1.4956175	-7.4765677	17.732534	-6.3485217	-11.575981	10.986262
9	9.121722	-9.146867	6.669054	-11.089403	0.12802914	-8.002851	18.166462	-7.3008356	-8.537799	9.552027
10	7.9540186	-8.300483	4.4381547	-10.587904	1.8433948	-6.9295444	16.642855	-6.6250978	-7.3526425	8.362423
11	7.4444036	-9.0037775	7.173541	-9.329874	3.6423628	-7.877237	17.566952	-7.5032506	-7.1364245	8.622956
12	6.173421	-4.832895	5.1137586	-10.335355	3.443725	-6.5688043	15.02476	-5.510418	-7.113886	8.891286
13	7.464089	-8.717644	4.4093933	-9.657603	2.137893	-8.476175	16.619743	-7.6675553	-7.223013	8.749979
14	11.727198	-10.557864	6.4342427	-10.100195	1.4559402	-8.135655	18.749996	-8.88998	-10.485645	10.672045
15	9.712651	-7.77849	4.9968557	-10.80175	4.1680117	-6.630418	17.883595	-7.452695	-10.36075	10.515148
16	11.418173	-9.403971	5.3735557	-7.59607	2.6623406	-8.204979	18.924242	-8.179499	-9.345288	10.630441
17	11.798647	-10.211744	5.6623425	-9.684642	1.3201158	-7.742336	18.000992	-8.519761	-9.478912	10.265793
18	5.1691623	-4.8314714	2.8622	-8.803687	5.480388	-7.7326717	15.007069	-5.1430526	-6.6619215	7.190964
19	10.146588	-11.037457	6.9326463	-10.418745	1.9458504	-9.914019	18.644506	-9.843638	-8.804323	9.133233
20	10.777433	-8.709396	5.588516	-10.952878	1.4970323	-8.817356	18.223097	-8.010828	-9.496948	8.846961
21	8.854472	-9.369649	7.539472	-9.733341	1.9099237	-6.963929	17.109999	-6.948846	-9.751137	10.66145
