,0,1,2,3,4,5,6,7,8,9,10,11,12,13
sult5a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rpl13,-0.0,-0.0,7.197350108685613,2.659275180453281,7.197061454196863,-0.0,-0.0,7.196772828595823,7.198793814340058,-0.0,7.197350108685613,-0.0,7.197061454196863,7.197061454196863
chmp1a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rpa1,13.803872913828574,-0.0,-0.0,-0.0,25.19203269571878,1.1426550419495745,-0.0,25.19102225341065,25.19809747361206,-0.0,3.2071025980761356,-0.0,25.19203269571878,25.19203269571878
serpinf1,-0.0,1.00519962416427,-0.0,2.8703575343999654,28.791424362687444,1.0055136247993752,-0.0,28.790269513672744,28.798355884372064,-0.0,-0.0,1.0056183196303627,28.791424362687444,28.791424362687444
tubgcp3,0.8898220204459178,0.8899217225303052,0.8903206742615508,0.8902209156343668,0.8902209156343668,-0.0,-0.0,0.8901211706220011,-0.0,0.8902209156343668,-0.0,4.950588798844805,-0.0,-0.0
polr3d,-0.0,2.1338364682612183,5.694035624343295,2.1342326183302225,5.693755375466651,2.1342326183302225,-0.0,-0.0,-0.0,2.1342326183302225,-0.0,2.134364696725099,-0.0,-0.0
tcf7,-0.0,-0.0,-0.0,0.7073868550618014,-0.0,4.154939082382404,0.7071157040441169,0.7072964576000502,-0.0,0.7073868550618014,2.1283268195975737,-0.0,-0.0,0.7073868550618014
ddx3x,1.3082073808385668,1.3083224258548614,1.3087827507154695,-0.0,-0.0,1.3086676483718502,3.6123387040558903,-0.0,-0.0,1.3086676483718502,-0.0,-0.0,1.3086676483718502,-0.0
il12rb1,1.9401793288522944,0.633650787394902,-0.0,-0.0,-0.0,6.223039582837127,0.633650787394902,-0.0,-0.0,0.6339086891027903,1.9412322223122,-0.0,0.6339086891027903,-0.0
slc5a5,-0.0,-0.0,-0.0,-0.0,-0.0,1.7782259672184901,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.7782259672184901
kcnn3,1.0798286383515527,1.0799929673257989,0.31212504805366437,0.3120654545640641,-0.0,0.3120654545640641,1.0799929673257989,1.0803217086251795,0.31242319925128775,0.3120654545640641,-0.0,0.31212504805366437,0.3120654545640641,-0.0
usp32,0.7916042676543894,-0.0,0.7920791202139625,-0.0,0.7919841219191488,0.7919841219191488,-0.0,0.7918891373795894,-0.0,-0.0,0.7920791202139625,-0.0,0.7919841219191488,-0.0
car4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
txnrd3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.5986088442238056,-0.0,-0.0
fasl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zfp512b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dnajc5,-0.0,1.7778473443708578,-0.0,-0.0,-0.0,-0.0,1.7778473443708578,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tpd52l2,2.1337044478405214,-0.0,-0.0,2.1342326183302225,-0.0,5.693755375466651,2.1338364682612183,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fmr1,-0.0,-0.0,2.6594132866807656,2.659275180453281,-0.0,-0.0,2.6588609472403713,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bcl11a,4.164226576268644,4.164667199743734,2.459975646222027,2.459675347470248,0.34376629872183084,2.459675347470248,0.3435776571922467,0.34370340596453536,-0.0,-0.0,-0.0,0.3438292036174891,-0.0,0.34376629872183084
il4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.5993306609308924,-0.0,-0.0,-0.0,-0.0,-0.0
pxmp4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6588609472403713,-0.0,-0.0,2.659275180453281,-0.0,-0.0,-0.0,-0.0
dlg3,2.1337044478405214,-0.0,-0.0,-0.0,-0.0,2.1342326183302225,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gnb1l,-0.0,-0.0,-0.0,5.693755375466651,-0.0,2.1342326183302225,2.1338364682612183,-0.0,-0.0,-0.0,-0.0,2.134364696725099,-0.0,-0.0
dbh,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mmp11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smarcb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vpreb3,-0.0,2.6588609472403713,-0.0,-0.0,-0.0,7.197061454196863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hip1r,1.513959739663473,1.514080259501347,-0.0,-0.0,-0.0,-0.0,1.514080259501347,-0.0,-0.0,-0.0,1.5145624855560609,1.5145624855560609,-0.0,-0.0
nsun5,-0.0,2.1338364682612183,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1342326183302225
top1mt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8903206742615508,-0.0,-0.0
hoxa10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hoxa4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mmp14,-0.0,1.3083224258548614,-0.0,3.61310598153112,-0.0,-0.0,-0.0,-0.0,-0.0,1.3086676483718502,-0.0,-0.0,1.3086676483718502,-0.0
slc7a7,1.0050949861976304,1.00519962416427,-0.0,1.0055136247993752,1.0055136247993752,-0.0,1.00519962416427,-0.0,-0.0,1.0055136247993752,1.0056183196303627,-0.0,-0.0,-0.0
oxa1l,-0.0,-0.0,1.0056183196303627,-0.0,1.0055136247993752,2.8703575343999654,-0.0,-0.0,-0.0,2.8703575343999654,-0.0,2.870597734569265,-0.0,-0.0
heatr6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wfdc18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icam4,-0.0,2.6588609472403713,2.6594132866807656,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6594132866807656,-0.0,-0.0
