,0,1,2,3,4,5,6,7,8,9,10,11,12,13
angpt1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
csmd3,-0.0,0.23465027840722089,0.2348522330906823,-0.0,0.23480172771024485,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8563637247291347,0.23480172771024485,-0.0
eif3h,-0.0,4.117472291896615,-0.0,-0.0,1.5144419073819677,1.5144419073819677,1.514080259501347,-0.0,-0.0,4.118263604229281,1.5145624855560609,1.5145624855560609,1.5144419073819677,-0.0
utp23,-0.0,-0.0,-0.0,-0.0,-0.0,2.1342326183302225,2.1338364682612183,2.134100554188519,-0.0,-0.0,-0.0,-0.0,-0.0,2.1342326183302225
rad21,-0.0,1.3083224258548614,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3087827507154695,-0.0,-0.0,-0.0
slc30a8,-0.0,-0.0,1.3087827507154695,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.613361798738244,-0.0,-0.0
cdh10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
shcbp1,-0.0,1.7778473443708578,14.395229956476546,-0.0,14.394652589765611,4.774800909149704,-0.0,14.3940752808301,14.398117656809502,-0.0,14.395229956476546,-0.0,-0.0,14.394652589765611
rida,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
matn2,1.3082073808385668,-0.0,1.3087827507154695,-0.0,-0.0,1.3086676483718502,-0.0,-0.0,-0.0,-0.0,-0.0,1.3087827507154695,-0.0,-0.0
pop1,-0.0,1.3083224258548614,-0.0,-0.0,-0.0,-0.0,3.6123387040558903,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
stk3,1.5502428678389242,1.5504894193695284,-0.0,0.17784759906664602,-0.0,0.6825754341481123,0.17771985330035112,-0.0,-0.0,0.17784759906664602,-0.0,0.17789020151773427,-0.0,0.17784759906664602
osr2,1.513959739663473,1.514080259501347,-0.0,1.5144419073819677,1.5144419073819677,1.5144419073819677,4.117472291896615,1.5143213439285446,-0.0,1.5144419073819677,-0.0,-0.0,-0.0,1.5144419073819677
khdrbs3,-0.0,-0.0,-0.0,1.1426550419495745,1.1426550419495745,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.1426550419495745,-0.0
zfat,1.1422159485823036,1.1423257000137823,1.142764850643938,3.20685465807427,1.1426550419495745,1.1426550419495745,-0.0,3.206606746599617,-0.0,-0.0,3.2071025980761356,1.142764850643938,-0.0,-0.0
eif3e,-0.0,-0.0,0.7920791202139625,-0.0,-0.0,0.7919841219191488,-0.0,-0.0,-0.0,-0.0,-0.0,2.341237984543341,-0.0,-0.0
emc2,-0.0,-0.0,0.7920791202139625,2.341012848454188,-0.0,-0.0,0.7916992097492777,-0.0,-0.0,0.7919841219191488,-0.0,7.267573196894653,0.7919841219191488,-0.0
eny2,-0.0,2.6588609472403713,-0.0,2.659275180453281,-0.0,7.197061454196863,2.6588609472403713,2.6591370885847816,-0.0,-0.0,-0.0,2.6594132866807656,-0.0,-0.0
ebag9,-0.0,1.1423257000137823,-0.0,1.1426550419495745,-0.0,3.20685465807427,-0.0,1.1425452471663857,3.20834273603822,1.1426550419495745,-0.0,6.033121639681358,6.032726194899656,-0.0
sybu,4.5237582150464934,0.7916992097492777,2.341237984543341,-0.0,-0.0,0.7919841219191488,0.7916992097492777,-0.0,-0.0,2.341012848454188,-0.0,0.7920791202139625,0.7919841219191488,-0.0
kcnv1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7071157040441169,-0.0,-0.0,-0.0,0.7074772659614976,-0.0,-0.0,-0.0
myc,1.1422159485823036,1.1423257000137823,-0.0,-0.0,1.1426550419495745,1.1426550419495745,6.031540121820413,-0.0,-0.0,-0.0,-0.0,6.033121639681358,3.20685465807427,1.1426550419495745
washc5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sqle,3.597887388466147,3.5980316507551606,3.5986088442238056,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.5986088442238056,3.5986088442238056,3.598464524201358,-0.0
mtss1,-0.0,0.5128568170167218,-0.0,-0.0,-0.0,0.513089720990894,0.5128568170167218,-0.0,-0.0,-0.0,0.5131673817217218,1.6277265747079182,-0.0,-0.0
ndufb9,-0.0,1.7746895354214247,-0.0,5.788542196046111,-0.0,0.5696376802862545,-0.0,-0.0,0.5701283549715344,5.788542196046111,5.789030146688314,0.5697194253444113,1.7753001651427696,0.5696376802862545
fbxo32,-0.0,-0.0,1.0056183196303627,-0.0,-0.0,1.0055136247993752,1.00519962416427,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
wdyhv1,-0.0,-0.0,-0.0,-0.0,-0.0,2.659275180453281,-0.0,2.6591370885847816,-0.0,-0.0,2.6594132866807656,-0.0,-0.0,2.659275180453281
atad2,-0.0,2.6588609472403713,2.6594132866807656,-0.0,2.659275180453281,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6594132866807656,-0.0,-0.0
zhx1,2.1337044478405214,2.1338364682612183,2.134364696725099,2.1342326183302225,-0.0,2.1342326183302225,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tbc1d31,-0.0,1.514080259501347,-0.0,-0.0,1.5144419073819677,1.5144419073819677,-0.0,4.117999804212841,-0.0,-0.0,1.5145624855560609,-0.0,1.5144419073819677,-0.0
derl1,0.5127792094237968,-0.0,0.5131673817217218,0.513089720990894,0.513089720990894,1.6275298664927786,3.2771146233667463,0.5130120731257143,-0.0,0.513089720990894,0.5131673817217218,5.399275655748891,-0.0,-0.0
slc22a22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has2,-0.0,-0.0,-0.0,-0.0,-0.0,1.1426550419495745,1.1423257000137823,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mtbp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mrpl13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
col14a1,-0.0,-0.0,-0.0,-0.0,0.8902209156343668,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sla,0.5127792094237968,-0.0,-0.0,-0.0,-0.0,0.513089720990894,-0.0,-0.0,-0.0,-0.0,-0.0,1.6277265747079182,-0.0,-0.0
lrrc6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adcy8,-0.0,-0.0,-0.0,4.154939082382404,2.128109004590994,-0.0,0.7071157040441169,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
asap1,0.34351480191920214,-0.0,-0.0,-0.0,-0.0,1.1697048514212567,-0.0,-0.0,-0.0,1.1697048514212567,-0.0,1.1698754506006273,-0.0,0.34376629872183084
fam49b,-0.0,1.9403898499473047,-0.0,-0.0,0.6339086891027903,3.8285832427812627,0.633650787394902,-0.0,-0.0,0.6339086891027903,0.6339946833328614,-0.0,-0.0,0.6339086891027903
wnt7b,-0.0,-0.0,-0.0,1.0055136247993752,-0.0,-0.0,1.00519962416427,-0.0,-0.0,1.0055136247993752,-0.0,-0.0,-0.0,-0.0
ppara,-0.0,-0.0,-0.0,-0.0,-0.0,2.1342326183302225,2.1338364682612183,-0.0,-0.0,-0.0,-0.0,2.134364696725099,-0.0,-0.0
gtse1,2.6587228993700887,2.6588609472403713,-0.0,-0.0,-0.0,2.659275180453281,-0.0,2.6591370885847816,-0.0,-0.0,2.6594132866807656,-0.0,-0.0,-0.0
trmu,-0.0,1.00519962416427,-0.0,-0.0,-0.0,-0.0,1.00519962416427,-0.0,-0.0,1.0055136247993752,1.0056183196303627,-0.0,1.0055136247993752,1.0055136247993752
brd1,0.7070253485243843,0.7071157040441169,-0.0,2.128109004590994,-0.0,-0.0,0.7071157040441169,-0.0,-0.0,-0.0,0.7074772659614976,0.7074772659614976,0.7073868550618014,-0.0
ttll8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tef,1.513959739663473,1.514080259501347,-0.0,4.118263604229281,-0.0,1.5144419073819677,-0.0,-0.0,-0.0,1.5144419073819677,4.118527432276895,4.118527432276895,1.5144419073819677,-0.0
zc3h7b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rangap1,2.6587228993700887,2.6588609472403713,2.6594132866807656,-0.0,2.659275180453281,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.659275180453281
l3mbtl2,-0.0,3.5980316507551606,-0.0,-0.0,-0.0,-0.0,3.5980316507551606,-0.0,-0.0,-0.0,-0.0,3.5986088442238056,-0.0,-0.0
rbx1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.00519962416427,1.0054089439579605,-0.0,1.0055136247993752,-0.0,2.870597734569265,-0.0,-0.0
xpnpep3,-0.0,3.5980316507551606,-0.0,3.598464524201358,-0.0,3.598464524201358,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.598464524201358,-0.0
st13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc25a17,-0.0,7.196195664014889,-0.0,-0.0,-0.0,-0.0,2.6588609472403713,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adsl,2.127238031472272,0.7071157040441169,-0.0,0.7073868550618014,0.7073868550618014,0.7073868550618014,-0.0,-0.0,0.7079295292698067,0.7073868550618014,2.1283268195975737,0.7074772659614976,0.7073868550618014,-0.0
fam83f,-0.0,2.1338364682612183,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mief1,1.7777211662935586,-0.0,-0.0,1.7782259672184901,-0.0,-0.0,1.7778473443708578,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tab1,1.7777211662935586,4.773985162952376,1.77835220305967,4.774800909149704,1.7782259672184901,-0.0,-0.0,4.774528965138846,-0.0,-0.0,1.77835220305967,4.775072881901899,-0.0,-0.0
syngr1,-0.0,-0.0,1.5145624855560609,-0.0,-0.0,-0.0,-0.0,1.5143213439285446,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cacna1i,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
deptor,-0.0,-0.0,0.6339946833328614,0.6339086891027903,-0.0,1.9410215865526945,-0.0,-0.0,-0.0,-0.0,1.9412322223122,1.9412322223122,-0.0,-0.0
dnal4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nptxr,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dscc1,2.6587228993700887,2.6588609472403713,-0.0,-0.0,-0.0,2.659275180453281,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
enpp2,-0.0,0.23465027840722089,0.2348522330906823,0.23480172771024485,0.23480172771024485,-0.0,0.23465027840722089,-0.0,0.23510493131138643,0.23480172771024485,-0.0,0.2348522330906823,-0.0,-0.0
josd1,-0.0,-0.0,-0.0,-0.0,-0.0,3.598464524201358,3.5980316507551606,-0.0,-0.0,3.598464524201358,-0.0,-0.0,-0.0,-0.0
tomm22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.5986088442238056,-0.0,-0.0,-0.0
cby1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.5986088442238056,-0.0,3.598464524201358
dmc1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ribc2,-0.0,1.7778473443708578,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
smc1b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1342326183302225,-0.0,-0.0,-0.0,-0.0
csnk1e,-0.0,-0.0,-0.0,3.61310598153112,-0.0,1.3086676483718502,-0.0,-0.0,-0.0,-0.0,1.3087827507154695,-0.0,-0.0,-0.0
fam118a,-0.0,1.514080259501347,-0.0,1.5144419073819677,-0.0,4.118263604229281,-0.0,1.5143213439285446,-0.0,-0.0,-0.0,-0.0,-0.0,1.5144419073819677
upk3a,-0.0,1.00519962416427,-0.0,-0.0,-0.0,1.0055136247993752,1.00519962416427,-0.0,-0.0,1.0055136247993752,-0.0,1.0056183196303627,-0.0,-0.0
sh3bp1,-0.0,1.3083224258548614,-0.0,1.3086676483718502,1.3086676483718502,1.3086676483718502,1.3083224258548614,-0.0,-0.0,-0.0,-0.0,3.613361798738244,-0.0,-0.0
samm50,-0.0,-0.0,-0.0,2.659275180453281,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6594132866807656,-0.0,-0.0,-0.0
parvb,-0.0,1.2671720204960446,-0.0,1.2677025747349302,0.3791323121657057,1.2677025747349302,1.2671720204960446,1.2675256956379484,-0.0,1.2677025747349302,0.37919867570418675,1.267879481422529,-0.0,-0.0
parvg,-0.0,-0.0,1.0056183196303627,-0.0,-0.0,1.0055136247993752,-0.0,-0.0,-0.0,-0.0,1.0056183196303627,1.0056183196303627,-0.0,-0.0
c1qtnf6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6588609472403713,-0.0,-0.0,-0.0,-0.0,2.6594132866807656,-0.0,-0.0
efcab6,-0.0,2.6588609472403713,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.659275180453281,-0.0
ttll1,-0.0,1.7778473443708578,-0.0,-0.0,-0.0,1.7782259672184901,1.7778473443708578,1.7780997449163396,-0.0,-0.0,-0.0,1.77835220305967,-0.0,-0.0
myh9,0.9239216835675044,2.008513653956101,-0.0,0.924531653980582,0.924531653980582,0.2579360283200348,0.9240741352546313,-0.0,-0.0,0.2579360283200348,0.25798942593179414,0.9246842136956351,0.2579360283200348,0.2579360283200348
cyp2d26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adamts20,-0.0,-0.0,-0.0,-0.0,1.5144419073819677,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5145624855560609,-0.0,-0.0
ndufa6,-0.0,-0.0,-0.0,3.598464524201358,-0.0,-0.0,-0.0,3.5983202186227663,-0.0,-0.0,-0.0,3.5986088442238056,-0.0,-0.0
twf1,-0.0,-0.0,-0.0,-0.0,-0.0,3.598464524201358,3.5980316507551606,-0.0,-0.0,-0.0,-0.0,-0.0,3.598464524201358,3.598464524201358
smdt1,3.597887388466147,-0.0,-0.0,-0.0,-0.0,3.598464524201358,-0.0,-0.0,-0.0,3.598464524201358,-0.0,-0.0,-0.0,-0.0
naga,-0.0,2.1338364682612183,-0.0,-0.0,-0.0,2.1342326183302225,2.1338364682612183,2.134100554188519,-0.0,2.1342326183302225,2.134364696725099,2.134364696725099,-0.0,-0.0
nell2,0.6335648481055707,-0.0,-0.0,-0.0,0.6339086891027903,-0.0,-0.0,-0.0,-0.0,-0.0,1.9412322223122,-0.0,-0.0,-0.0
wbp2nl,-0.0,-0.0,-0.0,-0.0,-0.0,2.1342326183302225,2.1338364682612183,2.134100554188519,-0.0,-0.0,5.694035624343295,-0.0,-0.0,2.1342326183302225
sept3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slc38a2,1.513959739663473,1.514080259501347,-0.0,1.5144419073819677,-0.0,7.657819672583608,-0.0,-0.0,1.5151655926796561,1.5144419073819677,-0.0,-0.0,1.5144419073819677,-0.0
srebf2,1.513959739663473,4.117472291896615,4.118527432276895,1.5144419073819677,-0.0,4.118263604229281,1.514080259501347,1.5143213439285446,-0.0,1.5144419073819677,-0.0,-0.0,1.5144419073819677,-0.0
slc38a4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rpap3,-0.0,-0.0,-0.0,1.0055136247993752,-0.0,2.8703575343999654,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0055136247993752,-0.0
endou,-0.0,6.747951393903341,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rapgef3,-0.0,0.8899217225303052,-0.0,-0.0,-0.0,2.5856871740285885,-0.0,7.906498396014523,-0.0,0.8902209156343668,-0.0,-0.0,-0.0,-0.0
xrcc6,-0.0,-0.0,-0.0,3.598464524201358,-0.0,3.598464524201358,-0.0,-0.0,-0.0,-0.0,-0.0,3.5986088442238056,-0.0,3.598464524201358
desi1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pmm1,1.7777211662935586,-0.0,-0.0,1.7782259672184901,-0.0,1.7782259672184901,1.7778473443708578,1.7780997449163396,-0.0,-0.0,-0.0,1.77835220305967,-0.0,-0.0
hdac7,0.5693108335895718,-0.0,-0.0,0.5696376802862545,0.5696376802862545,0.5696376802862545,0.5693925245730228,0.5695559484357242,-0.0,1.7753001651427696,-0.0,-0.0,-0.0,-0.0
polr3h,-0.0,-0.0,-0.0,1.3086676483718502,-0.0,1.3086676483718502,-0.0,1.3085525600073886,-0.0,-0.0,1.3087827507154695,-0.0,-0.0,-0.0
aco2,-0.0,-0.0,-0.0,1.5144419073819677,-0.0,-0.0,-0.0,1.5143213439285446,1.5151655926796561,-0.0,-0.0,1.5145624855560609,-0.0,-0.0
vdr,0.8898220204459178,0.8899217225303052,-0.0,0.8902209156343668,-0.0,4.950211573255528,2.584989550810608,-0.0,-0.0,0.8902209156343668,-0.0,0.8903206742615508,-0.0,-0.0
col2a1,-0.0,-0.0,-0.0,1.7782259672184901,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hoxc10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hoxc5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gtsf1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.134364696725099,-0.0,-0.0
nckap1l,-0.0,-0.0,-0.0,2.1342326183302225,-0.0,-0.0,2.1338364682612183,2.134100554188519,-0.0,-0.0,-0.0,2.134364696725099,-0.0,-0.0
pde1b,1.7777211662935586,-0.0,-0.0,1.7782259672184901,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.77835220305967,-0.0,-0.0
ppp1r1a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.659275180453281,-0.0,-0.0,-0.0,-0.0
glycam1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shisa9,14.392343700424163,-0.0,14.395229956476546,14.394652589765611,14.394652589765611,-0.0,14.392920836159375,14.3940752808301,14.398117656809502,14.394652589765611,14.395229956476546,1.77835220305967,14.394652589765611,14.394652589765611
tnfrsf17,10.794059224087416,-0.0,10.796223807850271,10.79579080449335,10.79579080449335,2.1342326183302225,-0.0,10.795357844426007,10.798389474713339,10.79579080449335,10.796223807850271,-0.0,10.79579080449335,10.79579080449335
txndc11,28.78680565980774,-0.0,28.792579327252987,28.791424362687444,28.791424362687444,2.8703575343999654,2.8696371059277217,28.790269513672744,28.798355884372064,28.791424362687444,28.792579327252987,1.0056183196303627,28.791424362687444,28.791424362687444
litaf,57.582088028664124,0.4184849698681686,57.59363998844355,57.591329133939986,57.591329133939986,0.41869481442658846,0.4184849698681686,57.589018510748055,57.60519773231526,57.591329133939986,57.59363998844355,0.4187647878392347,57.591329133939986,57.591329133939986
prm1,21.58930984018579,1.3083224258548614,21.59363965747506,21.592773520745524,21.592773520745524,-0.0,-0.0,21.591907470637135,21.59797164159457,21.592773520745524,21.59363965747506,1.3087827507154695,21.592773520745524,21.592773520745524
nubp1,14.29747506232467,2.340337611354486,35.99204907999657,-0.0,35.990605229735614,0.7919841219191488,-0.0,35.9891615239762,35.99927049947518,35.990605229735614,35.99204907999657,-0.0,35.990605229735614,35.990605229735614
ciita,0.5693108335895718,1.7746895354214247,46.79224786734816,1.7753001651427696,46.79037058012071,3.5382894670310505,0.5693925245730228,46.78849348076835,46.801637123186325,46.79037058012071,46.79224786734816,0.5697194253444113,46.79037058012071,46.79037058012071
emp2,12.168995037413248,-0.0,17.994368568168532,-0.0,17.993646823638734,-0.0,-0.0,17.99292515134921,17.997978374232645,17.993646823638734,17.994368568168532,-0.0,17.993646823638734,17.993646823638734
1810013l24rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bcl6,0.4627955336695748,1.494462878283484,-0.0,-0.0,0.46309035616687666,-0.0,-0.0,-0.0,0.4635329824765902,-0.0,-0.0,0.46316409424362626,-0.0,-0.0
trp63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cldn1,-0.0,2.8696371059277217,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
il1rap,-0.0,-0.0,0.3438292036174891,-0.0,-0.0,-0.0,-0.0,-0.0,0.3441439153016034,-0.0,0.3438292036174891,-0.0,-0.0,-0.0
anks3,2.6587228993700887,2.6588609472403713,7.197350108685613,-0.0,7.197061454196863,-0.0,7.196195664014889,7.196772828595823,7.198793814340058,-0.0,7.197350108685613,-0.0,7.197061454196863,7.197061454196863
nudt16l1,1.513959739663473,1.514080259501347,17.994368568168532,-0.0,17.993646823638734,-0.0,17.991482023344012,17.99292515134921,17.997978374232645,-0.0,17.994368568168532,4.118527432276895,17.993646823638734,17.993646823638734
mgrn1,-0.0,2.6588609472403713,7.197350108685613,2.659275180453281,7.197061454196863,2.659275180453281,7.196195664014889,7.196772828595823,7.198793814340058,2.659275180453281,7.197350108685613,2.6594132866807656,7.197061454196863,7.197061454196863
4930562c15rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
srl,1.513959739663473,-0.0,17.994368568168532,-0.0,17.993646823638734,1.5144419073819677,17.991482023344012,17.99292515134921,17.997978374232645,-0.0,-0.0,-0.0,17.993646823638734,17.993646823638734
crebbp,-0.0,2.1274557311219113,39.591982773613736,0.7073868550618014,39.590394458828804,0.7073868550618014,0.7071157040441169,39.588806302989255,39.59992673281097,-0.0,-0.0,-0.0,39.590394458828804,39.590394458828804
fgf12,-0.0,-0.0,0.6339946833328614,0.6339086891027903,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6339086891027903
hrasls,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hes1,-0.0,0.7916992097492777,0.7920791202139625,2.341012848454188,-0.0,0.7919841219191488,0.7916992097492777,0.7918891373795894,0.7925543224269405,-0.0,0.7920791202139625,0.7920791202139625,-0.0,-0.0
zfp263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atp13a3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3087827507154695,-0.0,-0.0,1.3086676483718502
mefv,-0.0,-0.0,3.5986088442238056,-0.0,3.598464524201358,-0.0,-0.0,3.5983202186227663,3.5993306609308924,-0.0,3.5986088442238056,-0.0,3.598464524201358,3.598464524201358
glyr1,3.597887388466147,-0.0,3.5986088442238056,-0.0,3.598464524201358,-0.0,3.5980316507551606,3.5983202186227663,3.5993306609308924,-0.0,3.5986088442238056,-0.0,3.598464524201358,3.598464524201358
tmem44,-0.0,-0.0,-0.0,-0.0,1.5144419073819677,1.5144419073819677,4.117472291896615,-0.0,1.5151655926796561,-0.0,-0.0,-0.0,-0.0,-0.0
lsg1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.134100554188519,2.1350253085967332,-0.0,-0.0,2.134364696725099,2.1342326183302225,-0.0
rogdi,-0.0,2.1338364682612183,10.796223807850271,-0.0,10.79579080449335,2.1342326183302225,10.794492054244035,10.795357844426007,10.798389474713339,-0.0,10.796223807850271,-0.0,10.79579080449335,10.79579080449335
sept12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930451g09rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eef2kmt,39.58404278891204,0.7071157040441169,39.591982773613736,2.128109004590994,39.590394458828804,0.7073868550618014,39.585630468083366,39.588806302989255,39.59992673281097,0.7073868550618014,39.591982773613736,0.7074772659614976,39.590394458828804,39.590394458828804
ercc4,46.7828633096469,0.5693925245730228,46.79224786734816,46.79037058012071,46.79037058012071,-0.0,1.7746895354214247,46.78849348076835,46.801637123186325,46.79037058012071,46.79224786734816,0.5697194253444113,46.79037058012071,46.79037058012071
gpt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
apod,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adck5,-0.0,-0.0,-0.0,2.659275180453281,2.659275180453281,2.659275180453281,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.659275180453281
cyc1,-0.0,1.7778473443708578,-0.0,-0.0,-0.0,1.7782259672184901,1.7778473443708578,-0.0,-0.0,1.7782259672184901,1.77835220305967,-0.0,1.7782259672184901,-0.0
sharpin,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
maf1,3.597887388466147,3.5980316507551606,-0.0,3.598464524201358,-0.0,3.598464524201358,3.5980316507551606,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hgh1,2.6587228993700887,2.6588609472403713,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6594132866807656,-0.0,-0.0,-0.0
dgat1,2.6587228993700887,2.6588609472403713,-0.0,-0.0,-0.0,2.659275180453281,2.6588609472403713,-0.0,-0.0,-0.0,-0.0,2.6594132866807656,-0.0,-0.0
