3.909135162830352783e-01,8.267081975936889648e-01,-1.885953545570373535e-01,-9.897501468658447266e-01,-1.074285149574279785e+00,1.168713688850402832e+00,-6.780870258808135986e-02,-7.929909229278564453e-01,-2.501021862030029297e+00,1.894901275634765625e+00
1.389352381229400635e-01,3.534324169158935547e-01,-1.677249193191528320e+00,2.670611143112182617e-01,-1.753986954689025879e+00,1.327254056930541992e+00,-3.093379020690917969e+00,-1.583100318908691406e+00,-1.303936719894409180e+00,1.082804203033447266e+00
-2.860544025897979736e-01,-4.805563986301422119e-01,-1.870600104331970215e+00,-1.818879365921020508e+00,-2.287911176681518555e+00,3.032701015472412109e+00,-1.397409439086914062e+00,-2.562922954559326172e+00,-2.703898191452026367e+00,1.307318925857543945e+00
4.982281923294067383e-01,9.795640707015991211e-01,1.578049957752227783e-01,-5.348274707794189453e-01,-9.113916754722595215e-01,8.026934266090393066e-01,6.657263636589050293e-02,-3.984814584255218506e-01,-2.162614583969116211e+00,1.805712461471557617e+00
-1.903457939624786377e-01,-2.232289016246795654e-01,-1.224007606506347656e+00,-2.269526004791259766e+00,-2.062947273254394531e+00,3.033127546310424805e+00,-5.772637128829956055e-01,-2.249213695526123047e+00,-3.234674215316772461e+00,1.385801792144775391e+00
2.111551910638809204e-02,6.480362415313720703e-01,-1.234112739562988281e+00,1.159972071647644043e+00,-1.028187513351440430e+00,-5.298934876918792725e-03,-2.560937881469726562e+00,-1.315980195999145508e+00,-6.503043174743652344e-01,8.723939061164855957e-01
-4.674207866191864014e-01,-3.494659662246704102e-01,-1.924025177955627441e+00,-6.832385659217834473e-01,-1.582743048667907715e+00,1.674345135688781738e+00,-2.701587677001953125e+00,-2.463576793670654297e+00,-1.801423907279968262e+00,7.519158124923706055e-01
-1.699187606573104858e-01,-1.764165461063385010e-01,-1.179933786392211914e+00,-2.283965587615966797e+00,-2.119714498519897461e+00,3.098584175109863281e+00,-5.809662342071533203e-01,-2.236077785491943359e+00,-3.335470199584960938e+00,1.477472186088562012e+00
-8.719671517610549927e-03,3.220974802970886230e-01,-5.611932277679443359e-01,-2.513751268386840820e+00,-2.055666446685791016e+00,2.971566677093505859e+00,1.993008553981781006e-01,-1.767560839653015137e+00,-3.863980770111083984e+00,1.580275297164916992e+00
-8.431272953748703003e-02,-3.039526045322418213e-01,-1.776074647903442383e+00,-1.247813344001770020e+00,-2.485122919082641602e+00,2.884379863739013672e+00,-1.591486692428588867e+00,-2.301435470581054688e+00,-2.325042486190795898e+00,1.420934081077575684e+00
-2.584587633609771729e-01,-3.344910144805908203e-01,-1.782532095909118652e+00,-1.642723202705383301e+00,-2.364438295364379883e+00,3.050695180892944336e+00,-1.317584037780761719e+00,-2.502506256103515625e+00,-2.678339004516601562e+00,1.396534800529479980e+00
